"x","y","th","k","s"
53.7397,21.1156,2.59862,0.00229614,57.2825
53.8419,21.0539,2.59887,0.0021036,57.4019
53.9443,20.9921,2.5991,0.00190376,57.5215
54.0468,20.9304,2.5993,0.00169722,57.6412
54.1492,20.8686,2.59948,0.00148439,57.7608
54.2516,20.8069,2.59963,0.00126553,57.8803
54.3538,20.7454,2.59976,0.00104076,57.9996
54.4558,20.684,2.59985,0.000810076,58.1186
54.5574,20.6229,2.59992,0.000573375,58.2373
54.6587,20.562,2.59996,0.000330455,58.3554
54.7594,20.5014,2.59997,8.10378e-05,58.4729
54.8595,20.4411,2.59995,-0.000175479,58.5898
54.959,20.3813,2.5999,-0.000440985,58.7059
55.0577,20.3219,2.59981,-0.000718394,58.8211
55.1556,20.263,2.5997,-0.00101093,58.9353
55.2525,20.2046,2.59955,-0.00132208,59.0485
55.3485,20.1468,2.59937,-0.00165564,59.1605
55.4434,20.0896,2.59914,-0.00201576,59.2713
55.5372,20.0331,2.59888,-0.00240695,59.3808
55.6297,19.9773,2.59858,-0.00283415,59.4889
55.721,19.9222,2.59823,-0.00330274,59.5955
55.811,19.8679,2.59783,-0.00381857,59.7006
55.8995,19.8143,2.59738,-0.00438795,59.8041
55.9867,19.7616,2.59687,-0.00501761,59.9059
56.0723,19.7097,2.5963,-0.00571471,60.0061
56.1565,19.6586,2.59567,-0.00648667,60.1045
56.2391,19.6085,2.59497,-0.00734106,60.2012
56.3201,19.5591,2.59419,-0.00828533,60.296
56.3996,19.5107,2.59333,-0.00932648,60.3891
56.4775,19.4631,2.59238,-0.0104706,60.4804
56.5539,19.4164,2.59135,-0.0117223,60.5699
56.6287,19.3705,2.59021,-0.0130836,60.6577
56.7019,19.3254,2.58897,-0.0145517,60.7437
56.7737,19.2812,2.58762,-0.0161179,60.828
56.844,19.2377,2.58617,-0.017769,60.9107
56.913,19.1949,2.5846,-0.0194873,60.9919
56.9806,19.1528,2.58292,-0.0212503,61.0715
57.0469,19.1113,2.58114,-0.0230309,61.1497
57.1121,19.0704,2.57924,-0.0247976,61.2267
57.1761,19.03,2.57725,-0.0265152,61.3024
57.2392,18.9901,2.57517,-0.028146,61.377
57.3013,18.9507,2.573,-0.0296507,61.4506
57.3625,18.9115,2.57076,-0.0309906,61.5232
57.423,18.8727,2.56846,-0.0321293,61.5951
57.4829,18.834,2.56611,-0.0330342,61.6664
57.5422,18.7956,2.56374,-0.033679,61.7371
57.601,18.7572,2.56135,-0.0340445,61.8073
57.6595,18.7189,2.55897,-0.0341203,61.8772
57.7177,18.6805,2.55661,-0.0339051,61.9469
57.7757,18.6421,2.55429,-0.0334068,62.0165
57.8337,18.6035,2.55201,-0.032642,62.0861
57.8916,18.5648,2.5498,-0.031635,62.1559
57.9496,18.5258,2.54767,-0.0304172,62.2258
58.0078,18.4865,2.54563,-0.0290259,62.296
58.0662,18.4469,2.54368,-0.0274987,62.3665
58.1249,18.4069,2.54184,-0.0258719,62.4375
58.1839,18.3665,2.5401,-0.024179,62.5091
58.2434,18.3257,2.53848,-0.0224506,62.5811
58.3033,18.2845,2.53696,-0.020714,62.6539
58.3637,18.2427,2.53556,-0.0189926,62.7273
58.4246,18.2005,2.53427,-0.0173064,62.8015
58.4862,18.1577,2.53309,-0.0156721,62.8764
58.5484,18.1144,2.53201,-0.0141031,62.9522
58.6113,18.0705,2.53104,-0.0126101,63.0289
58.6748,18.026,2.53017,-0.0112009,63.1065
58.7391,17.9809,2.52939,-0.00988149,63.185
58.8042,17.9352,2.52869,-0.00865571,63.2646
58.8701,17.8889,2.52808,-0.0075259,63.3451
58.9368,17.8419,2.52755,-0.00649305,63.4266
59.0043,17.7943,2.52709,-0.0055571,63.5093
59.0727,17.7461,2.52669,-0.00471713,63.593
59.142,17.6971,2.52635,-0.0039715,63.6778
59.2122,17.6475,2.52606,-0.00331715,63.7638
59.2834,17.5972,2.52582,-0.00274762,63.851
59.3555,17.5461,2.52562,-0.00225506,63.9393
59.4286,17.4944,2.52546,-0.00183194,64.0289
59.5027,17.4419,2.52532,-0.00147119,64.1197
59.5779,17.3887,2.52522,-0.00116621,64.2118
59.6541,17.3347,2.52513,-0.000910795,64.3052
59.7314,17.2799,2.52506,-0.0006992,64.4
59.8099,17.2243,2.52501,-0.000526085,64.4961
59.8894,17.1679,2.52497,-0.000386507,64.5936
59.9701,17.1107,2.52495,-0.000275908,64.6925
60.052,17.0527,2.52493,-0.000190095,64.7929
60.1352,16.9937,2.52491,-0.000125221,64.8948
60.2195,16.9339,2.52491,-7.77728e-05,64.9983
60.3052,16.8732,2.5249,-4.45454e-05,65.1033
60.3922,16.8115,2.5249,-2.26319e-05,65.2099
60.4805,16.7489,2.5249,-9.41111e-06,65.3181
60.5702,16.6853,2.5249,-2.52255e-06,65.4281
60.6613,16.6207,2.5249,3.94482e-07,65.5398
60.7539,16.5551,2.5249,3.85152e-07,65.6532
60.8479,16.4884,2.5249,-0,65.7686
60.9435,16.4206,2.5249,-8.20218e-07,65.8858
61.0407,16.3517,2.5249,-1.55931e-06,66.0049
61.1396,16.2816,2.5249,-2.28588e-06,66.1261
61.2402,16.2103,2.5249,-3.05353e-06,66.2494
61.3427,16.1377,2.5249,-3.84436e-06,66.3751
61.4473,16.0635,2.5249,-4.63078e-06,66.5032
61.5541,15.9878,2.5249,-5.40256e-06,66.6342
61.6635,15.9102,2.52489,-6.09471e-06,66.7683
61.7759,15.8306,2.52489,-6.68613e-06,66.906
61.8916,15.7485,2.52489,-7.1631e-06,67.0479
62.0113,15.6637,2.52489,-7.48122e-06,67.1946
62.1355,15.5756,2.52489,-7.63474e-06,67.3469
62.2651,15.4837,2.52489,-7.58485e-06,67.5057
62.4009,15.3875,2.52489,-7.36628e-06,67.6722
62.5439,15.2861,2.52489,-6.9722e-06,67.8475
62.6952,15.1788,2.52488,-6.43842e-06,68.033
62.8562,15.0647,2.52488,-5.80684e-06,68.2303
63.0282,14.9427,2.52488,-5.10463e-06,68.4412
63.213,14.8117,2.52488,-4.38956e-06,68.6677
63.4123,14.6704,2.52488,-3.68335e-06,68.9119
63.628,14.5175,2.52488,-3.02577e-06,69.1764
63.8623,14.3514,2.52488,-2.42324e-06,69.4636
64.1173,14.1706,2.52488,-1.89982e-06,69.7762
64.3948,13.9739,2.52488,-1.46621e-06,70.1164
64.6963,13.7601,2.52488,-1.12397e-06,70.486
65.0229,13.5286,2.52488,-8.47329e-07,70.8862
65.3746,13.2792,2.52488,-6.40432e-07,71.3174
65.751,13.0124,2.52488,-4.8129e-07,71.7788
66.1503,12.7293,2.52488,-3.55889e-07,72.2683
66.5696,12.432,2.52488,-2.72527e-07,72.7823
67.0046,12.1236,2.52488,-2.12895e-07,73.3155
67.4494,11.8083,2.52488,-1.47508e-07,73.8607
67.8964,11.4914,2.52488,-1.05226e-07,74.4086
68.336,11.1798,2.52488,-1.10124e-07,74.9475
68.7565,10.8816,2.52488,-8.55354e-08,75.463
69.1443,10.6067,2.52488,-1.00586e-07,75.9383
69.4828,10.3667,2.52488,-1.31535e-07,76.3533
69.7532,10.175,2.52488,0,76.6848
69.9338,10.0469,2.52488,0,76.9062
70,10,2.52488,0,76.9873
