"x","y","th","k","s"
13.2606,17.1408,0.706654,-0.0239757,10.9191
13.3284,17.1987,0.704572,-0.0232183,11.0084
13.3971,17.2571,0.70266,-0.0211088,11.0985
13.4665,17.3159,0.701052,-0.0175815,11.1895
13.5368,17.3752,0.699876,-0.0127176,11.2815
13.6079,17.435,0.699236,-0.0068623,11.3744
13.6796,17.4954,0.699199,-0.000392456,11.4681
13.752,17.5562,0.699804,0.00637423,11.5627
13.8249,17.6176,0.701061,0.0131613,11.6579
13.8981,17.6794,0.702956,0.019711,11.7538
13.9716,17.7417,0.705445,0.0257627,11.8502
14.0454,17.8045,0.708456,0.0310352,11.947
14.1192,17.8678,0.711886,0.0352145,12.0442
14.1931,17.9315,0.7156,0.0379572,12.1418
14.2671,17.9959,0.719438,0.0390258,12.2399
14.3413,18.0608,0.723244,0.0384689,12.3385
14.4157,18.1265,0.72688,0.0364704,12.4378
14.4905,18.1931,0.730228,0.0332712,12.5379
14.5659,18.2606,0.733196,0.0291595,12.639
14.6419,18.3291,0.735716,0.024452,12.7414
14.7189,18.3987,0.737753,0.0194701,12.8452
14.7969,18.4696,0.739295,0.014515,12.9506
14.876,18.5418,0.740359,0.00984769,13.0577
14.9565,18.6153,0.740982,0.00567034,13.1667
15.0382,18.6901,0.741206,0.0020056,13.2775
15.1214,18.7662,0.741047,-0.0014053,13.3902
15.2058,18.8435,0.740483,-0.00488702,13.5047
15.2916,18.9219,0.739461,-0.00874522,13.6209
15.3785,19.0012,0.73789,-0.0132721,13.7386
15.4666,19.0812,0.735648,-0.0187574,13.8575
15.5556,19.1618,0.732574,-0.0254997,13.9776
15.6455,19.2427,0.728474,-0.033817,14.0986
15.7362,19.3236,0.72311,-0.0440557,14.2202
15.8277,19.4043,0.716206,-0.0565826,14.3421
15.9198,19.4845,0.707473,-0.0715597,14.4642
16.0125,19.5637,0.696666,-0.0887007,14.5862
16.1058,19.6418,0.6836,-0.107579,14.7079
16.1998,19.7184,0.668154,-0.12774,14.8291
16.2945,19.7931,0.65028,-0.148664,14.9497
16.3899,19.8657,0.630006,-0.169742,15.0695
16.486,19.9358,0.607446,-0.190244,15.1886
16.583,20.0032,0.582813,-0.209314,15.3067
16.6809,20.0677,0.556425,-0.225962,15.4239
16.7797,20.1292,0.52871,-0.239123,15.5403
16.8794,20.1874,0.500158,-0.248128,15.6557
16.98,20.2424,0.471211,-0.253239,15.7704
17.0815,20.2941,0.442227,-0.255089,15.8843
17.1839,20.3426,0.41347,-0.254427,15.9976
17.2872,20.3879,0.385104,-0.252093,16.1104
17.3912,20.4301,0.357188,-0.248987,16.2227
17.4961,20.4692,0.329675,-0.246047,16.3346
17.6018,20.5054,0.302416,-0.244204,16.4463
17.7083,20.5386,0.275158,-0.244349,16.5579
17.8156,20.5689,0.247557,-0.247264,16.6694
17.9239,20.5963,0.219246,-0.253099,16.7811
18.0333,20.6207,0.189947,-0.260961,16.8931
18.1438,20.6419,0.159499,-0.269674,17.0056
18.2556,20.6599,0.12786,-0.27812,17.1189
18.3689,20.6745,0.0950886,-0.285308,17.2332
18.4839,20.6854,0.0613367,-0.290438,17.3486
18.6006,20.6926,0.0268251,-0.29295,17.4656
18.7192,20.6958,-0.008176,-0.292556,17.5842
18.8398,20.6948,-0.0433714,-0.289237,17.7048
18.9624,20.6895,-0.0784648,-0.283225,17.8276
19.0871,20.6797,-0.1132,-0.275101,17.9526
19.2137,20.6653,-0.147397,-0.265694,18.0801
19.3423,20.6462,-0.180943,-0.255646,18.21
19.4726,20.6224,-0.213759,-0.24532,18.3425
19.6046,20.5937,-0.245786,-0.234852,18.4776
19.7381,20.5602,-0.276957,-0.2242,18.6152
19.8731,20.5218,-0.307183,-0.213193,18.7556
20.0096,20.4785,-0.336345,-0.201576,18.8988
20.1476,20.4303,-0.364279,-0.189054,19.0449
20.2871,20.3771,-0.390778,-0.175352,19.1943
20.4285,20.3189,-0.415607,-0.160352,19.3472
20.5719,20.2555,-0.438546,-0.144265,19.504
20.7179,20.1871,-0.459419,-0.127541,19.6652
20.8668,20.1134,-0.478115,-0.110742,19.8313
21.0191,20.0345,-0.4946,-0.0944475,20.0028
21.1753,19.9502,-0.508913,-0.0791792,20.1804
21.336,19.8606,-0.521166,-0.0653456,20.3644
21.5017,19.7655,-0.531528,-0.0532211,20.5554
21.6727,19.6649,-0.540215,-0.0429479,20.7538
21.8495,19.5589,-0.547475,-0.034549,20.9599
22.0323,19.4474,-0.55356,-0.0278879,21.174
22.2214,19.3306,-0.558693,-0.0226754,21.3963
22.4168,19.2084,-0.563059,-0.0186211,21.6268
22.6184,19.0811,-0.566811,-0.015478,21.8652
22.8262,18.9489,-0.57007,-0.0130414,22.1115
23.0397,18.8121,-0.572933,-0.0111445,22.3651
23.2584,18.671,-0.575473,-0.00965277,22.6253
23.4816,18.5262,-0.577745,-0.00845808,22.8914
23.7085,18.3782,-0.579782,-0.00747203,23.1623
23.9381,18.2279,-0.581605,-0.00662151,23.4367
24.1691,18.076,-0.583226,-0.00586316,23.7131
24.3999,17.9237,-0.584657,-0.00518892,23.9897
24.6291,17.772,-0.585911,-0.00459222,24.2645
24.855,17.6221,-0.587,-0.00406101,24.5356
25.0758,17.4752,-0.587936,-0.00358005,24.8009
25.2902,17.3323,-0.588727,-0.0031321,25.0585
25.4965,17.1946,-0.589382,-0.00269826,25.3065
25.6935,17.0629,-0.589903,-0.00225819,25.5435
25.8802,16.9379,-0.590294,-0.00179105,25.7682
26.056,16.8201,-0.590555,-0.00127697,25.9798
26.2205,16.7098,-0.590685,-0.000677364,26.1779
26.374,16.6069,-0.590668,9.45348e-05,26.3627
26.517,16.511,-0.590475,0.00116063,26.5349
26.6502,16.4217,-0.590061,0.00267022,26.6953
26.7748,16.3383,-0.589365,0.00478809,26.8452
26.8919,16.26,-0.588314,0.00766687,26.986
27.0028,16.186,-0.586826,0.0114088,27.1194
27.109,16.1154,-0.584817,0.0160363,27.2468
27.2116,16.0474,-0.582202,0.0214987,27.37
27.312,15.9814,-0.578895,0.0277198,27.4901
27.4111,15.9166,-0.57482,0.0345185,27.6085
27.5098,15.8526,-0.569938,0.041515,27.7262
27.6088,15.7892,-0.564244,0.0483496,27.8437
27.7085,15.7261,-0.557761,0.0547706,27.9617
27.8092,15.6633,-0.550536,0.060623,28.0805
27.9112,15.6007,-0.542631,0.0658132,28.2001
28.0145,15.5384,-0.534128,0.0702656,28.3207
28.119,15.4766,-0.525126,0.0738822,28.4421
28.2248,15.4153,-0.515753,0.0765064,28.5644
28.3316,15.3547,-0.506171,0.077915,28.6871
28.4393,15.295,-0.496549,0.0780626,28.8103
28.5478,15.2363,-0.487019,0.0772609,28.9337
28.6568,15.1785,-0.477667,0.0758799,29.057
28.7661,15.1219,-0.468535,0.0742655,29.1802
28.8757,15.0665,-0.45962,0.0727523,29.303
28.9853,15.0122,-0.450881,0.0716759,29.4252
29.0947,14.9592,-0.442229,0.0713831,29.5468
29.2039,14.9075,-0.433534,0.0722411,29.6676
29.3127,14.8572,-0.42462,0.0746416,29.7875
29.4211,14.8082,-0.415265,0.078976,29.9065
29.529,14.7606,-0.405242,0.0853497,30.0244
29.6365,14.7145,-0.394367,0.0933956,30.1414
29.7435,14.6699,-0.382519,0.102595,30.2573
29.8502,14.627,-0.369643,0.11237,30.3723
29.9567,14.5858,-0.355751,0.12209,30.4865
30.063,14.5463,-0.340926,0.131083,30.5999
30.1693,14.5086,-0.325324,0.138658,30.7127
30.2757,14.4727,-0.309167,0.144139,30.8249
30.3823,14.4386,-0.292743,0.146893,30.9369
30.4892,14.4064,-0.276396,0.146408,31.0485
30.5966,14.3759,-0.260454,0.142791,31.1602
30.7045,14.3472,-0.245145,0.136992,31.2718
30.813,14.32,-0.23057,0.130156,31.3837
30.9221,14.2944,-0.21671,0.12342,31.4958
31.032,14.2702,-0.203422,0.117879,31.6083
31.1426,14.2474,-0.190451,0.114564,31.7212
31.2541,14.2259,-0.177428,0.11442,31.8347
31.3664,14.2058,-0.163883,0.118301,31.9489
31.4797,14.187,-0.149253,0.126943,32.0637
31.5941,14.1698,-0.132893,0.140895,32.1794
31.7096,14.1544,-0.114169,0.159919,32.2959
31.8265,14.141,-0.0925643,0.182771,32.4135
31.9447,14.13,-0.0677147,0.207961,32.5323
32.0646,14.1219,-0.0394101,0.233959,32.6525
32.1863,14.1171,-0.00760012,0.259219,32.7743
32.31,14.1161,0.0276054,0.282237,32.8979
32.4357,14.1196,0.0659407,0.301624,33.0237
32.5638,14.1281,0.106997,0.316204,33.1521
32.6944,14.1421,0.150243,0.325124,33.2834
32.8276,14.1623,0.195063,0.327962,33.4181
32.9635,14.1891,0.240826,0.32501,33.5567
33.1024,14.2232,0.286974,0.317225,33.6997
33.2443,14.2651,0.333042,0.305747,33.8476
33.3892,14.3152,0.378668,0.291704,34.001
33.5373,14.3742,0.423591,0.276133,34.1604
33.6886,14.4424,0.467643,0.259918,34.3264
33.843,14.5204,0.510743,0.243766,34.4994
34.0006,14.6086,0.552876,0.228197,34.68
34.1611,14.7077,0.594086,0.213568,34.8686
34.3246,14.8181,0.63445,0.200049,35.0658
34.4907,14.9404,0.673995,0.18736,35.2721
34.6593,15.0751,0.712618,0.174931,35.4879
34.8302,15.2227,0.750127,0.162455,35.7137
35.0028,15.3836,0.786287,0.149893,35.9497
35.1769,15.558,0.820855,0.137359,36.1961
35.352,15.7459,0.853607,0.125031,36.453
35.5275,15.9472,0.884348,0.113086,36.72
35.7028,16.1611,0.912911,0.101657,36.9966
35.8773,16.3869,0.939151,0.090807,37.2819
36.0501,16.6231,0.962944,0.080542,37.5746
36.2203,16.8678,0.984233,0.071014,37.8727
36.3872,17.1188,1.00308,0.0624783,38.1741
36.5496,17.3735,1.01964,0.0550043,38.4762
36.7066,17.629,1.03406,0.0485183,38.776
36.8573,17.8822,1.04652,0.0428804,39.0707
37.0007,18.1303,1.05719,0.0379283,39.3573
37.1362,18.3704,1.0662,0.0335037,39.633
37.263,18.6,1.0737,0.0294767,39.8953
37.3807,18.817,1.07985,0.025786,40.1421
37.489,19.0196,1.08481,0.0224941,40.3719
37.588,19.2069,1.08879,0.0196304,40.5837
37.6778,19.3785,1.09194,0.0170443,40.7774
37.7588,19.5346,1.09439,0.0146053,40.9533
37.8318,19.676,1.09625,0.0122656,41.1124
37.8973,19.8037,1.09762,0.0100755,41.2559
37.9564,19.9191,1.09863,0.00819117,41.3855
38.0099,20.0237,1.0994,0.00683908,41.503
38.0586,20.1193,1.10004,0.00620359,41.6104
38.1035,20.2076,1.10064,0.00623883,41.7094
38.1454,20.2901,1.10123,0.0065322,41.802
38.1851,20.3683,1.1018,0.00666609,41.8896
38.2231,20.4433,1.10235,0.00658652,41.9737
38.26,20.5162,1.10286,0.00635016,42.0554
38.2962,20.5877,1.10334,0.00602856,42.1355
38.3319,20.6585,1.10379,0.00568764,42.2148
38.3674,20.7289,1.10422,0.00537513,42.2937
38.4029,20.7994,1.10462,0.00511662,42.3727
38.4385,20.8703,1.10501,0.00491743,42.4519
38.4744,20.9415,1.10539,0.00476694,42.5317
38.5104,21.0134,1.10577,0.00464463,42.6121
38.5468,21.0858,1.10614,0.00453733,42.6931
38.5834,21.1589,1.1065,0.00444596,42.7749
38.6204,21.2327,1.10687,0.00437249,42.8574
38.6576,21.3071,1.10723,0.00431721,42.9407
38.6952,21.3822,1.10759,0.00427903,43.0246
38.733,21.458,1.10795,0.00425565,43.1093
38.7711,21.5343,1.10831,0.00424369,43.1946
38.8095,21.6113,1.10868,0.00423878,43.2807
38.8481,21.6889,1.10905,0.0042356,43.3673
38.887,21.7671,1.10942,0.00422807,43.4546
38.9262,21.8458,1.10979,0.00421084,43.5426
38.9656,21.9252,1.11016,0.00418072,43.6312
39.0053,22.0051,1.11053,0.00413614,43.7205
39.0453,22.0858,1.1109,0.00407691,43.8105
39.0855,22.1671,1.11127,0.0040041,43.9012
39.1261,22.2491,1.11163,0.00391992,43.9927
39.1671,22.3319,1.11198,0.00382753,44.0851
39.2083,22.4154,1.11233,0.00373087,44.1782
39.2499,22.4997,1.11267,0.00363451,44.2722
39.2918,22.5847,1.11301,0.00354337,44.367
39.334,22.6703,1.11334,0.00346195,44.4624
39.3765,22.7566,1.11367,0.00339333,44.5586
39.4191,22.8433,1.11399,0.00333937,44.6553
39.462,22.9305,1.11431,0.00330103,44.7524
39.505,23.018,1.11463,0.00327846,44.8499
39.548,23.1057,1.11495,0.00327114,44.9475
39.591,23.1934,1.11527,0.00327793,45.0452
39.6339,23.281,1.11559,0.00329701,45.1428
39.6767,23.3685,1.11592,0.00332584,45.2402
39.7194,23.4557,1.11624,0.0033612,45.3373
39.7618,23.5425,1.11657,0.00340077,45.4339
39.804,23.6288,1.1169,0.00344364,45.53
39.8458,23.7147,1.11723,0.00348906,45.6255
39.8874,23.7999,1.11757,0.0035361,45.7203
39.9286,23.8846,1.1179,0.00358364,45.8145
39.9695,23.9687,1.11824,0.00363035,45.908
40.0101,24.0522,1.11858,0.00367468,46.0008
40.0504,24.1351,1.11892,0.00371486,46.093
40.0904,24.2174,1.11926,0.0037489,46.1845
40.1301,24.2993,1.11961,0.00377453,46.2756
40.1696,24.3808,1.11995,0.00378833,46.3661
40.2089,24.462,1.12029,0.0037864,46.4563
40.2481,24.543,1.12063,0.00376587,46.5463
40.2872,24.624,1.12096,0.00372529,46.6362
40.3263,24.705,1.12129,0.00366472,46.7262
40.3655,24.7861,1.12162,0.0035857,46.8163
40.4047,24.8676,1.12193,0.00349112,46.9067
40.4442,24.9495,1.12224,0.00338505,46.9976
40.4838,25.0318,1.12254,0.00327239,47.089
40.5237,25.1148,1.12284,0.00315849,47.181
40.5639,25.1984,1.12312,0.00304768,47.2738
40.6044,25.2827,1.1234,0.00294248,47.3674
40.6452,25.3678,1.12367,0.00284435,47.4618
40.6864,25.4537,1.12393,0.00275393,47.557
40.7279,25.5403,1.12419,0.00267119,47.653
40.7697,25.6276,1.12444,0.00259558,47.7499
40.8119,25.7158,1.12469,0.00252606,47.8475
40.8544,25.8046,1.12493,0.00246124,47.946
40.8972,25.8942,1.12517,0.00239942,48.0453
40.9403,25.9844,1.1254,0.00233871,48.1453
40.9837,26.0753,1.12563,0.00227789,48.246
41.0273,26.1668,1.12586,0.00221662,48.3474
41.0713,26.259,1.12608,0.00215495,48.4496
41.1155,26.3518,1.1263,0.00209314,48.5524
41.16,26.4452,1.12651,0.00203163,48.6558
41.2047,26.5391,1.12671,0.00197106,48.7598
41.2497,26.6336,1.12691,0.00191219,48.8644
41.2948,26.7286,1.12711,0.0018559,48.9696
41.3402,26.824,1.1273,0.00180318,49.0752
41.3857,26.9198,1.12749,0.00175512,49.1813
41.4313,27.0158,1.12767,0.00171281,49.2877
41.477,27.1122,1.12785,0.00167701,49.3943
41.5228,27.2086,1.12802,0.00164808,49.501
41.5685,27.3051,1.1282,0.00162601,49.6078
41.6142,27.4015,1.12837,0.00161043,49.7144
41.6598,27.4977,1.12854,0.00160067,49.8209
41.7052,27.5937,1.12871,0.00159567,49.9271
41.7505,27.6894,1.12888,0.00159402,50.033
41.7956,27.7847,1.12904,0.00159386,50.1385
41.8406,27.8797,1.12921,0.00159292,50.2435
41.8853,27.9743,1.12938,0.00158873,50.3482
41.9298,28.0685,1.12954,0.00157916,50.4524
41.9741,28.1624,1.1297,0.00156253,50.5562
42.0183,28.256,1.12986,0.00153771,50.6598
42.0624,28.3495,1.13002,0.00150415,50.7631
42.1065,28.4429,1.13017,0.00146188,50.8663
42.1505,28.5362,1.13031,0.00141152,50.9695
42.1945,28.6296,1.13045,0.00135421,51.0728
42.2386,28.7231,1.13059,0.00129155,51.1762
42.2828,28.8169,1.13071,0.00122544,51.2798
42.327,28.9109,1.13084,0.00115778,51.3837
42.3714,29.0051,1.13095,0.00109013,51.4879
42.4159,29.0997,1.13106,0.00102369,51.5924
42.4605,29.1945,1.13116,0.000959354,51.6971
42.5052,29.2896,1.13125,0.000897737,51.8022
42.5501,29.3849,1.13134,0.000839234,51.9076
42.595,29.4805,1.13142,0.000784056,52.0132
42.64,29.5763,1.1315,0.000732272,52.1191
42.6851,29.6723,1.13157,0.000683841,52.2252
42.7303,29.7685,1.13164,0.000638623,52.3314
42.7755,29.8648,1.1317,0.000596362,52.4378
42.8208,29.9612,1.13176,0.000556765,52.5443
42.8662,30.0578,1.13182,0.000519595,52.651
42.9116,30.1545,1.13187,0.000484667,52.7578
42.957,30.2512,1.13192,0.000451843,52.8647
43.0025,30.3481,1.13196,0.000421021,52.9718
43.048,30.4451,1.13201,0.000392129,53.0789
43.0936,30.5422,1.13205,0.000365117,53.1862
43.1392,30.6395,1.13208,0.000339954,53.2936
43.1849,30.7368,1.13212,0.000316616,53.4011
43.2306,30.8342,1.13215,0.000295023,53.5087
43.2763,30.9317,1.13218,0.00027503,53.6163
43.3221,31.0292,1.13221,0.000256456,53.7241
43.3679,31.1268,1.13223,0.000239096,53.8319
43.4137,31.2245,1.13226,0.00022273,53.9398
43.4595,31.3222,1.13228,0.000207126,54.0478
43.5054,31.42,1.1323,0.00019204,54.1558
43.5513,31.5179,1.13232,0.000177228,54.2639
43.5972,31.6158,1.13233,0.00016237,54.372
43.6432,31.7139,1.13235,0.000136693,54.4804
43.6892,31.8122,1.13235,2.83127e-05,54.5889
43.7354,31.9106,1.13232,-0.000284914,54.6976
43.7817,32.0094,1.13222,-0.000926297,54.8067
43.8282,32.1085,1.132,-0.00201209,54.9162
43.875,32.2081,1.1316,-0.00364988,55.0262
43.922,32.3081,1.13094,-0.00593794,55.1367
43.9693,32.4087,1.12994,-0.00896597,55.2479
44.017,32.5098,1.1285,-0.0128175,55.3597
44.0652,32.6116,1.12652,-0.0175735,55.4723
44.1139,32.7138,1.12387,-0.0232782,55.5855
44.1631,32.8167,1.12047,-0.0297585,55.6996
44.2131,32.92,1.11625,-0.0366776,55.8143
44.2638,33.0237,1.11119,-0.0437087,55.9297
44.3152,33.1277,1.10531,-0.05055,56.0458
44.3676,33.2319,1.09866,-0.0569157,56.1624
44.4208,33.3361,1.09133,-0.0625275,56.2794
44.475,33.4403,1.08343,-0.0671047,56.3969
44.5301,33.5444,1.07514,-0.0703568,56.5147
44.5863,33.6482,1.06665,-0.0719763,56.6326
44.6433,33.7516,1.05818,-0.0716938,56.7507
44.7013,33.8545,1.04996,-0.069552,56.8689
44.76,33.957,1.04218,-0.0658426,56.987
44.8196,34.0589,1.035,-0.0608696,57.1051
44.8798,34.1603,1.02853,-0.0549267,57.223
44.9405,34.2611,1.02286,-0.0483044,57.3406
45.0017,34.3614,1.01801,-0.0412963,57.4581
45.0632,34.4611,1.01401,-0.0342061,57.5752
45.125,34.5603,1.01082,-0.0273516,57.6921
45.1869,34.6591,1.00836,-0.0210686,57.8087
45.2489,34.7575,1.00654,-0.0156855,57.925
45.311,34.8556,1.00522,-0.011408,58.0411
45.3732,34.9535,1.00425,-0.00834159,58.1571
45.4353,35.0513,1.00349,-0.00657887,58.273
45.4976,35.149,1.00277,-0.00620312,58.3889
45.56,35.2468,1.00192,-0.00728188,58.5049
45.6227,35.3448,1.00077,-0.00986346,58.6211
45.6856,35.4429,0.999141,-0.0139763,58.7377
45.7489,35.5413,0.996839,-0.0196314,58.8547
45.8126,35.6399,0.993679,-0.0268275,58.9722
45.8771,35.7389,0.989476,-0.0355068,59.0902
45.9423,35.8381,0.984077,-0.0453479,59.209
46.0084,35.9375,0.977389,-0.0558501,59.3284
46.0755,36.0371,0.969374,-0.0665308,59.4485
46.1439,36.1367,0.96005,-0.0769484,59.5693
46.2136,36.2363,0.949482,-0.0866998,59.6908
46.2847,36.3357,0.937787,-0.0954167,59.8131
46.3574,36.4348,0.925124,-0.102761,59.936
46.4318,36.5334,0.911699,-0.108419,60.0595
46.5078,36.6316,0.897757,-0.112097,60.1836
46.5855,36.729,0.883574,-0.113611,60.3082
46.6648,36.8257,0.869392,-0.113269,60.4333
46.7457,36.9214,0.855375,-0.111707,60.5587
46.8281,37.0162,0.841613,-0.10954,60.6842
46.9118,37.11,0.828124,-0.107342,60.8099
46.9968,37.2025,0.814856,-0.105654,60.9356
47.0829,37.2938,0.801693,-0.104997,61.0611
47.17,37.3838,0.788451,-0.105884,61.1863
47.258,37.4724,0.774885,-0.108826,61.3112
47.3469,37.5595,0.760686,-0.11433,61.4356
47.4367,37.6449,0.7455,-0.12277,61.5596
47.5274,37.7286,0.729002,-0.13391,61.683
47.6191,37.8105,0.710951,-0.147056,61.806
47.712,37.8905,0.691199,-0.161422,61.9285
47.8061,37.9684,0.66969,-0.176186,62.0507
47.9017,38.0441,0.646465,-0.190503,62.1727
47.999,38.1175,0.621654,-0.203546,62.2945
48.0981,38.1885,0.595475,-0.21455,62.4164
48.1992,38.257,0.56822,-0.222858,62.5386
48.3024,38.3229,0.540244,-0.22797,62.661
48.4079,38.3862,0.511932,-0.229682,62.784
48.5156,38.4467,0.483616,-0.228503,62.9075
48.6256,38.5045,0.455527,-0.225374,63.0318
48.7379,38.5595,0.427787,-0.221242,63.1568
48.8523,38.6116,0.400416,-0.216994,63.2826
48.9688,38.6609,0.373338,-0.213442,63.4091
49.0872,38.7073,0.346388,-0.211322,63.5363
49.2075,38.7507,0.319315,-0.211303,63.6641
49.3294,38.791,0.291791,-0.213998,63.7925
49.4528,38.8281,0.263412,-0.219973,63.9214
49.5775,38.8617,0.233728,-0.229585,64.0505
49.7034,38.8917,0.202345,-0.242376,64.1799
49.8303,38.9177,0.168999,-0.25732,64.3095
49.9581,38.9395,0.133569,-0.273307,64.4391
50.0866,38.9568,0.0960759,-0.28917,64.5687
50.2156,38.9693,0.0566937,-0.303695,64.6984
50.3451,38.9766,0.0157462,-0.315656,64.8281
50.4748,38.9786,-0.0262965,-0.323868,64.9578
50.6046,38.9752,-0.0688278,-0.327262,65.0877
50.7344,38.9663,-0.111123,-0.324954,65.2177
50.8638,38.9518,-0.152393,-0.316535,65.348
50.9928,38.932,-0.191944,-0.302863,65.4785
51.1211,38.9071,-0.229271,-0.285507,65.6092
51.2484,38.8774,-0.264051,-0.26594,65.7399
51.3747,38.8433,-0.296121,-0.245438,65.8707
51.4995,38.8052,-0.325461,-0.225072,66.0013
51.6229,38.7635,-0.352175,-0.205744,66.1314
51.7444,38.7189,-0.376477,-0.188239,66.2609
51.8641,38.6716,-0.398683,-0.173293,66.3896
51.9817,38.622,-0.419212,-0.161647,66.5172
52.0971,38.5706,-0.438561,-0.153908,66.6436
52.2103,38.5175,-0.457202,-0.149929,66.7686
52.3213,38.4629,-0.475528,-0.14908,66.8923
52.4299,38.4069,-0.493844,-0.15071,67.0145
52.5363,38.3497,-0.512372,-0.154153,67.1353
52.6405,38.2911,-0.531252,-0.158721,67.2549
52.7426,38.2311,-0.550541,-0.163698,67.3732
52.8425,38.1697,-0.570216,-0.168369,67.4905
52.9405,38.1069,-0.590178,-0.17204,67.6069
53.0366,38.0425,-0.610259,-0.174083,67.7226
53.1309,37.9766,-0.630246,-0.174067,67.8376
53.2235,37.9091,-0.649932,-0.172082,67.9522
53.3144,37.84,-0.669157,-0.16852,68.0664
53.4038,37.7693,-0.687806,-0.163796,68.1804
53.4917,37.6971,-0.705804,-0.158305,68.2941
53.5781,37.6234,-0.723118,-0.152417,68.4078
53.6633,37.5482,-0.739751,-0.146467,68.5213
53.7472,37.4717,-0.755737,-0.14076,68.6349
53.8298,37.3938,-0.771144,-0.135561,68.7485
53.9114,37.3145,-0.786064,-0.1311,68.8622
53.9919,37.2339,-0.800604,-0.127502,68.9761
54.0713,37.152,-0.814853,-0.124592,69.0903
54.1499,37.0686,-0.828865,-0.122037,69.2048
54.2277,36.9838,-0.842656,-0.119518,69.3199
54.3047,36.8974,-0.856211,-0.116746,69.4356
54.381,36.8094,-0.869482,-0.113473,69.5521
54.4568,36.7197,-0.882397,-0.109493,69.6695
54.5321,36.6282,-0.894861,-0.104649,69.788
54.607,36.5348,-0.906759,-0.0988319,69.9077
54.6816,36.4395,-0.917962,-0.0919771,70.0288
54.756,36.3421,-0.928337,-0.0841145,70.1513
54.8304,36.2427,-0.937774,-0.0755036,70.2755
54.9048,36.1413,-0.946202,-0.0665038,70.4013
54.9795,36.0378,-0.953585,-0.0574386,70.5289
55.0544,35.9322,-0.95992,-0.048584,70.6584
55.1297,35.8246,-0.965234,-0.0401693,70.7897
55.2056,35.7151,-0.96958,-0.0323806,70.9229
55.282,35.6036,-0.973033,-0.0253666,71.0581
55.3592,35.4903,-0.975689,-0.0192437,71.1952
55.4371,35.3752,-0.977662,-0.0141029,71.3342
55.5158,35.2584,-0.979076,-0.00998372,71.475
55.5953,35.1401,-0.980052,-0.00679819,71.6176
55.6757,35.0203,-0.98069,-0.00439899,71.7619
55.7569,34.899,-0.981079,-0.00265005,71.9078
55.8389,34.7764,-0.981291,-0.00143106,72.0553
55.9217,34.6526,-0.981386,-0.000635879,72.2042
56.0053,34.5276,-0.981412,-0.000170386,72.3546
56.0897,34.4014,-0.981404,4.97722e-05,72.5064
56.1748,34.2741,-0.981389,0.000101233,72.6596
56.2608,34.1456,-0.98138,5.43601e-05,72.8142
56.3475,34.0158,-0.981385,-3.36834e-05,72.9703
56.4352,33.8847,-0.981407,-0.00013871,73.128
56.5239,33.7521,-0.981448,-0.000253883,73.2875
