"x","y","th","k","s"
54.0468,20.9304,-0.54229,0.00169722,57.6412
54.1492,20.8686,-0.542113,0.00148439,57.7608
54.2516,20.8069,-0.541962,0.00126553,57.8803
54.3538,20.7454,-0.541838,0.00104076,57.9996
54.4558,20.684,-0.541741,0.000810076,58.1186
54.5574,20.6229,-0.541673,0.000573375,58.2373
54.6587,20.562,-0.541635,0.000330455,58.3554
54.7594,20.5014,-0.541625,8.10378e-05,58.4729
54.8595,20.4411,-0.541645,-0.000175479,58.5898
54.959,20.3813,-0.541696,-0.000440985,58.7059
55.0577,20.3219,-0.541779,-0.000718394,58.8211
55.1556,20.263,-0.541894,-0.00101093,58.9353
55.2525,20.2046,-0.542043,-0.00132208,59.0485
55.3485,20.1468,-0.542227,-0.00165564,59.1605
55.4434,20.0896,-0.542449,-0.00201576,59.2713
55.5372,20.0331,-0.542711,-0.00240695,59.3808
55.6297,19.9773,-0.543015,-0.00283415,59.4889
55.721,19.9222,-0.543365,-0.00330274,59.5955
55.811,19.8679,-0.543763,-0.00381857,59.7006
55.8995,19.8143,-0.544214,-0.00438795,59.8041
55.9867,19.7616,-0.54472,-0.00501761,59.9059
56.0723,19.7097,-0.545288,-0.00571471,60.0061
56.1565,19.6586,-0.545921,-0.00648667,60.1045
56.2391,19.6085,-0.546624,-0.00734106,60.2012
56.3201,19.5591,-0.547402,-0.00828533,60.296
56.3996,19.5107,-0.548262,-0.00932648,60.3891
56.4775,19.4631,-0.549209,-0.0104706,60.4804
56.5539,19.4164,-0.550248,-0.0117223,60.5699
56.6287,19.3705,-0.551384,-0.0130836,60.6577
56.7019,19.3254,-0.552624,-0.0145517,60.7437
56.7737,19.2812,-0.55397,-0.0161179,60.828
56.844,19.2377,-0.555425,-0.017769,60.9107
56.913,19.1949,-0.556992,-0.0194873,60.9919
56.9806,19.1528,-0.558669,-0.0212503,61.0715
57.0469,19.1113,-0.560456,-0.0230309,61.1497
57.1121,19.0704,-0.562349,-0.0247976,61.2267
57.1761,19.03,-0.564341,-0.0265152,61.3024
57.2392,18.9901,-0.566427,-0.028146,61.377
57.3013,18.9507,-0.568595,-0.0296507,61.4506
57.3625,18.9115,-0.570836,-0.0309906,61.5232
57.423,18.8727,-0.573135,-0.0321293,61.5951
57.4829,18.834,-0.575479,-0.0330342,61.6664
57.5422,18.7956,-0.577852,-0.033679,61.7371
57.601,18.7572,-0.580238,-0.0340445,61.8073
57.6595,18.7189,-0.58262,-0.0341203,61.8772
57.7177,18.6805,-0.584982,-0.0339051,61.9469
57.7757,18.6421,-0.587307,-0.0334068,62.0165
57.8337,18.6035,-0.589581,-0.032642,62.0861
57.8916,18.5648,-0.59179,-0.031635,62.1559
57.9496,18.5258,-0.593921,-0.0304172,62.2258
58.0078,18.4865,-0.595963,-0.0290259,62.296
58.0662,18.4469,-0.59791,-0.0274987,62.3665
58.1249,18.4069,-0.599753,-0.0258719,62.4375
58.1839,18.3665,-0.60149,-0.024179,62.5091
58.2434,18.3257,-0.603116,-0.0224506,62.5811
58.3033,18.2845,-0.604629,-0.020714,62.6539
58.3637,18.2427,-0.606031,-0.0189926,62.7273
58.4246,18.2005,-0.607322,-0.0173064,62.8015
58.4862,18.1577,-0.608503,-0.0156721,62.8764
58.5484,18.1144,-0.609578,-0.0141031,62.9522
58.6113,18.0705,-0.610551,-0.0126101,63.0289
58.6748,18.026,-0.611425,-0.0112009,63.1065
58.7391,17.9809,-0.612206,-0.00988149,63.185
58.8042,17.9352,-0.612899,-0.00865571,63.2646
58.8701,17.8889,-0.613509,-0.0075259,63.3451
58.9368,17.8419,-0.614042,-0.00649305,63.4266
59.0043,17.7943,-0.614504,-0.0055571,63.5093
59.0727,17.7461,-0.614901,-0.00471713,63.593
59.142,17.6971,-0.615241,-0.0039715,63.6778
59.2122,17.6475,-0.615528,-0.00331715,63.7638
59.2834,17.5972,-0.615769,-0.00274762,63.851
59.3555,17.5461,-0.615969,-0.00225506,63.9393
59.4286,17.4944,-0.616135,-0.00183194,64.0289
59.5027,17.4419,-0.616269,-0.00147119,64.1197
59.5779,17.3887,-0.616377,-0.00116621,64.2118
59.6541,17.3347,-0.616463,-0.000910795,64.3052
59.7314,17.2799,-0.61653,-0.0006992,64.4
59.8099,17.2243,-0.616581,-0.000526085,64.4961
59.8894,17.1679,-0.616619,-0.000386507,64.5936
59.9701,17.1107,-0.616646,-0.000275908,64.6925
60.052,17.0527,-0.616665,-0.000190095,64.7929
60.1352,16.9937,-0.616678,-0.000125221,64.8948
60.2195,16.9339,-0.616686,-7.77728e-05,64.9983
60.3052,16.8732,-0.616691,-4.45454e-05,65.1033
60.3922,16.8115,-0.616694,-2.26319e-05,65.2099
60.4805,16.7489,-0.616695,-9.41111e-06,65.3181
60.5702,16.6853,-0.616695,-2.52255e-06,65.4281
60.6613,16.6207,-0.616695,3.94482e-07,65.5398
60.7539,16.5551,-0.616695,3.85152e-07,65.6532
60.8479,16.4884,-0.616695,-0,65.7686
60.9435,16.4206,-0.616695,-8.20218e-07,65.8858
61.0407,16.3517,-0.616695,-1.55931e-06,66.0049
61.1396,16.2816,-0.616695,-2.28588e-06,66.1261
61.2402,16.2103,-0.616696,-3.05353e-06,66.2494
61.3427,16.1377,-0.616696,-3.84436e-06,66.3751
61.4473,16.0635,-0.616697,-4.63078e-06,66.5032
61.5541,15.9878,-0.616698,-5.40256e-06,66.6342
61.6635,15.9102,-0.616698,-6.09471e-06,66.7683
61.7759,15.8306,-0.616699,-6.68613e-06,66.906
61.8916,15.7485,-0.6167,-7.1631e-06,67.0479
62.0113,15.6637,-0.616701,-7.48122e-06,67.1946
62.1355,15.5756,-0.616703,-7.63474e-06,67.3469
62.2651,15.4837,-0.616704,-7.58485e-06,67.5057
62.4009,15.3875,-0.616705,-7.36628e-06,67.6722
62.5439,15.2861,-0.616706,-6.9722e-06,67.8475
62.6952,15.1788,-0.616708,-6.43842e-06,68.033
62.8562,15.0647,-0.616709,-5.80684e-06,68.2303
63.0282,14.9427,-0.61671,-5.10463e-06,68.4412
63.213,14.8117,-0.616711,-4.38956e-06,68.6677
63.4123,14.6704,-0.616712,-3.68335e-06,68.9119
63.628,14.5175,-0.616713,-3.02577e-06,69.1764
63.8623,14.3514,-0.616713,-2.42324e-06,69.4636
64.1173,14.1706,-0.616714,-1.89982e-06,69.7762
64.3948,13.9739,-0.616715,-1.46621e-06,70.1164
64.6963,13.7601,-0.616715,-1.12397e-06,70.486
65.0229,13.5286,-0.616715,-8.47329e-07,70.8862
65.3746,13.2792,-0.616716,-6.40432e-07,71.3174
65.751,13.0124,-0.616716,-4.8129e-07,71.7788
66.1503,12.7293,-0.616716,-3.55889e-07,72.2683
66.5696,12.432,-0.616716,-2.72527e-07,72.7823
67.0046,12.1236,-0.616716,-2.12895e-07,73.3155
67.4494,11.8083,-0.616716,-1.47508e-07,73.8607
67.8964,11.4914,-0.616717,-1.05226e-07,74.4086
68.336,11.1798,-0.616717,-1.10124e-07,74.9475
68.7565,10.8816,-0.616717,-8.55354e-08,75.463
69.1443,10.6067,-0.616717,-1.00586e-07,75.9383
69.4828,10.3667,-0.616717,-1.31535e-07,76.3533
69.7532,10.175,-0.616717,0,76.6848
69.9338,10.0469,-0.616717,0,76.9062
70,10,-0.616717,0,76.9873
